source_row,state_raw,state,district_raw,district,district_notes,property_type_raw,property_type,year,quarter,period_start,period_end,transaction_count,transaction_value_rm,average_price_rm,price_type,volume_support,source_name,source_url,source_document,source_page_or_table,collected_at,dataset_version,schema_version,validation_errors,validation_warnings,quarter_change_percent,validation_status,model_eligible,public_prediction_supported,model_exclusion_reason,public_prediction_exclusion_reason
134,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,18,10649820.0,591656.6666666666,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
135,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,2,2017-04-01,2017-06-30,20,12876450.0,643822.5,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],8.8169095815704,valid,True,True,,
136,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,3,2017-07-01,2017-09-30,19,12802040.0,673791.5789473684,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",4.654866667034536,valid_with_warnings,True,False,,low_transaction_volume
137,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,4,2017-10-01,2017-12-31,22,14168200.0,644009.0909090909,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],4.420133609387818,valid,True,True,,
138,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,1,2017-01-01,2017-03-31,114,47284427.0,414775.6754385965,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
139,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,2,2017-04-01,2017-06-30,90,36185857.0,402065.0777777778,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],3.0644510788580224,valid,True,True,,
140,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,3,2017-07-01,2017-09-30,136,56073906.0,412308.1323529412,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],2.5476111060868516,valid,True,True,,
141,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,4,2017-10-01,2017-12-31,125,50657600.0,405260.8,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],1.7092392315242053,valid,True,True,,
142,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Cluster House,cluster_house,2017,1,2017-01-01,2017-03-31,29,2362674.0,81471.5172413793,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
143,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Cluster House,cluster_house,2017,2,2017-04-01,2017-06-30,9,961000.0,106777.77777777778,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",31.0614818445353,valid_with_warnings,True,False,,low_transaction_volume
144,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Cluster House,cluster_house,2017,3,2017-07-01,2017-09-30,8,867500.0,108437.5,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",1.5543704474505693,valid_with_warnings,True,False,,low_transaction_volume
145,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Cluster House,cluster_house,2017,4,2017-10-01,2017-12-31,13,1467086.0,112852.76923076923,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",4.071718022611397,valid_with_warnings,True,False,,low_transaction_volume
146,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Condominium/Apartment,condominium_apartment,2017,1,2017-01-01,2017-03-31,76,20236133.0,266264.90789473685,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
147,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Condominium/Apartment,condominium_apartment,2017,2,2017-04-01,2017-06-30,66,18081050.0,273955.30303030304,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],2.8882495993825996,valid,True,True,,
148,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Condominium/Apartment,condominium_apartment,2017,3,2017-07-01,2017-09-30,74,19098180.0,258083.51351351352,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],5.7935690023981365,valid,True,True,,
149,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Condominium/Apartment,condominium_apartment,2017,4,2017-10-01,2017-12-31,91,25364740.0,278733.4065934066,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],8.001244557921677,valid,True,True,,
150,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Detached,detached,2017,1,2017-01-01,2017-03-31,10,6505070.0,650507.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
151,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Detached,detached,2017,2,2017-04-01,2017-06-30,14,9838800.0,702771.4285714285,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",8.034414475390507,valid_with_warnings,True,False,,low_transaction_volume
152,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Detached,detached,2017,3,2017-07-01,2017-09-30,11,3932810.0,357528.1818181818,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",49.125965102913504,valid_with_warnings,True,False,,low_transaction_volume
153,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Detached,detached,2017,4,2017-10-01,2017-12-31,15,11551830.0,770122.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME"", ""SUSPICIOUS_QUARTER_CHANGE""]",115.40176108177104,valid_with_warnings,True,False,,low_transaction_volume
154,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Flat,flat,2017,1,2017-01-01,2017-03-31,42,5211386.0,124080.61904761904,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
155,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Flat,flat,2017,2,2017-04-01,2017-06-30,18,2525736.0,140318.66666666666,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",13.086691333169334,valid_with_warnings,True,False,,low_transaction_volume
156,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Flat,flat,2017,3,2017-07-01,2017-09-30,18,2001500.0,111194.44444444444,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",20.75577178295752,valid_with_warnings,True,False,,low_transaction_volume
157,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Flat,flat,2017,4,2017-10-01,2017-12-31,25,3380600.0,135224.0,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],21.61039220584562,valid,True,True,,
158,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost Flat,low_cost_flat,2017,1,2017-01-01,2017-03-31,36,2288500.0,63569.444444444445,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
159,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost Flat,low_cost_flat,2017,2,2017-04-01,2017-06-30,29,1731300.0,59700.0,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],6.086956521739132,valid,True,True,,
160,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost Flat,low_cost_flat,2017,3,2017-07-01,2017-09-30,19,1107300.0,58278.94736842105,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",2.3803226659613848,valid_with_warnings,True,False,,low_transaction_volume
161,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost Flat,low_cost_flat,2017,4,2017-10-01,2017-12-31,37,2151800.0,58156.75675675676,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.20966509722943816,valid,True,True,,
162,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost House,low_cost_house,2017,1,2017-01-01,2017-03-31,20,1891300.0,94565.0,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
163,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost House,low_cost_house,2017,2,2017-04-01,2017-06-30,23,2715500.0,118065.21739130437,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],24.850861726118932,valid,True,True,,
164,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost House,low_cost_house,2017,3,2017-07-01,2017-09-30,23,2222000.0,96608.69565217392,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],18.17344872030934,valid,True,True,,
165,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Low-Cost House,low_cost_house,2017,4,2017-10-01,2017-12-31,30,2663719.0,88790.63333333333,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],8.092503750375045,valid,True,True,,
166,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Town House,town_house,2017,1,2017-01-01,2017-03-31,2,665000.0,332500.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
167,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Town House,town_house,2017,2,2017-04-01,2017-06-30,2,875000.0,437500.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",31.57894736842105,valid_with_warnings,True,False,,low_transaction_volume
168,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Town House,town_house,2017,3,2017-07-01,2017-09-30,14,4784229.0,341730.64285714284,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",21.890138775510206,valid_with_warnings,True,False,,low_transaction_volume
169,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,Town House,town_house,2017,4,2017-10-01,2017-12-31,13,3756000.0,288923.07692307694,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",15.452979426296748,valid_with_warnings,True,False,,low_transaction_volume
170,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,12,13125000.0,1093750.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
171,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,2,2017-04-01,2017-06-30,13,7940800.0,610830.7692307692,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",44.15261538461539,valid_with_warnings,True,False,,low_transaction_volume
172,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,3,2017-07-01,2017-09-30,19,20532333.0,1080649.105263158,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME"", ""SUSPICIOUS_QUARTER_CHANGE""]",76.91464800046663,valid_with_warnings,True,False,,low_transaction_volume
173,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,4,2017-10-01,2017-12-31,14,14408000.0,1029142.8571428572,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",4.766232430994157,valid_with_warnings,True,False,,low_transaction_volume
174,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,1,2017-01-01,2017-03-31,14,12178100.0,869864.2857142857,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
175,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,2,2017-04-01,2017-06-30,20,16992333.0,849616.65,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],2.3276775523275326,valid,True,True,,
176,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,3,2017-07-01,2017-09-30,31,19059666.0,614827.9354838709,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],27.634664941668586,valid,True,True,,
177,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,4,2017-10-01,2017-12-31,24,18214916.0,758954.8333333334,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],23.441826490208886,valid,True,True,,
178,Penang,Penang,Timur Laut (George Town / northeast island),Timur Laut,George Town / northeast island,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,29,52109333.0,1796873.551724138,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
